sent_id,sentence,entities,uris
528,"Kami tetap mengikuti kebiasaan yang kami dapati pada nenek moyang kami . "" Apakah ( mereka akan mengikuti juga ) walaupun nenek moyang mereka ( itu ) tidak mengerti apa pun dan tidak mendapat petunjuk ? Perumpamaan",[],[]
1513,Siapa pun yang mempersekutukan Allah sungguh telah tersesat jauh .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
894,Engkaulah pelindung kami .,[],[]
752,"Nabi mereka berkata kepada mereka  "" Sesungguhnya Allah telah mengangkat Talut menjadi rajamu . "" Mereka menjawab  "" Bagaimana ( mungkin ) dia memperoleh kerajaan ( kekuasaan ) atas kami  sedangkan kami lebih berhak atas kerajaan itu daripadanya dan dia tidak diberi kekayaan yang banyak ? ""","['Allah', 'Talut']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q4119704']"
107,Siapa saja yang Allah beri petunjuk  dialah yang mendapat petunjuk dan siapa saja yang Allah sesatkan  merekalah orang-orang yang merugi .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2280,Kemudian Kami tumbuhkan dengan hujan itu berbagai macam buah-buahan .,[],[]
553,Wahai orang-orang yang beriman  diwajibkan atas kamu berpuasa sebagaimana diwajibkan atas orang-orang sebelum kamu agar kamu bertakwa . ( Yaitu ) beberapa hari tertentu .,[],[]
2497,Hanya kepada Allah bersujud segala apa yang ada di langit dan apa yang ada di bumi  yaitu semua makhluk yang bergerak ( bernyawa ) .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
1031,Sesungguhnya orang-orang yang kufur setelah beriman  kemudian bertambah kekufurannya  tidak akan diterima tobatnya dan mereka itulah orang-orang sesat .,[],[]
630,Tidak ada yang mereka tunggu-tunggu ( pada hari Kiamat )  kecuali kedatangan Allah dalam naungan awan bersama malaikat ( untuk melakukan perhitungan )  sedangkan perkara ( mereka ) telah diputuskan .,"['hari Kiamat', 'Allah']","['http://www.wikidata.org/entity/Q12200906', 'http://www.wikidata.org/entity/Q2095353']"
2319,Jika ada segolongan di antara kamu yang beriman kepada ( ajaran ) yang aku diutus menyampaikannya dan ada ( pula ) segolongan yang tidak beriman  bersabarlah sampai Allah menetapkan keputusan di antara kita .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2488,Pahala di akhirat pasti lebih besar  sekiranya mereka mengetahui  ( yaitu ) orang-orang yang sabar dan hanya kepada Tuhan mereka bertawakal .,[],[]
1947,Alangkah buruknya apa yang mereka pikul itu .,[],[]
1520,Orang-orang yang beriman dan beramal saleh akan Kami masukkan ke dalam surga yang mengalir di bawahnya sungai-sungai .,[],[]
2569,Janganlah kamu melanggar sumpah ( - mu ) setelah meneguhkannya  sedangkan kamu telah menjadikan Allah sebagai saksimu ( terhadap sumpah itu ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1567,Mereka pun tidak mengingat Allah  kecuali sedikit sekali .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
455,Maka  Allah akan mencukupkanmu ( dengan pelindungan-Nya ) dari ( kejahatan ) mereka .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
332,Maka  Kami menurunkan malapetaka dari langit kepada orang-orang yang zalim itu karena mereka selalu berbuat fasik . ( Ingatlah ) ketika Musa memohon ( curahan ) air untuk kaumnya .,['Musa'],['http://www.wikidata.org/entity/Q1990155']
2079,"Demikianlah Kami menjelaskan berulang-ulang ayat-ayat Kami ( agar orang-orang beriman mengambil pelajaran darinya ) dan agar mereka ( orang-orang musyrik ) mengatakan  "" Engkau telah mempelajari ( ayat-ayat itu dari Ahlulkitab )  "" dan agar Kami menjelaskannya ( Al-Qur'an ) kepada kaum yang mengetahui .","[""Al-Qur'an""]",['http://www.wikidata.org/entity/Q428']
2456,Tuhanmu adalah Tuhan Yang Maha Esa .,['Tuhan Yang Maha Esa'],['http://www.wikidata.org/entity/Q2095353']
2409,Meskipun semua tanda-tanda ( kebesaran Allah ) datang kepada mereka  ( mereka tidak juga beriman ) hingga mereka menyaksikan azab yang sangat pedih .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2059,Sungguh  Kami telah memerinci tanda-tanda ( kekuasaan Kami ) kepada kaum yang memahami .,[],[]
2091,Sebagian mereka membisikkan kepada sebagian yang lain perkataan yang indah sebagai tipuan .,[],[]
920,Dijadikan indah bagi manusia kecintaan pada aneka kesenangan yang berupa perempuan  anak-anak  harta benda yang bertimbun tak terhingga berupa emas  perak  kuda pilihan  binatang ternak  dan sawah ladang .,[],[]
1126,Betapa banyak nabi yang berperang didampingi sejumlah besar dari pengikut ( - nya ) yang bertakwa .,[],[]
400,Sungguh  buruk sekali perbuatan mereka yang menjual dirinya dengan sihir jika mereka mengetahui ( - nya ) .,[],[]
1496,Allah Maha Meliputi apa yang mereka kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1798,Setiap kali mereka menyalakan api peperangan  Allah memadamkannya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
573,Maka  janganlah kamu mendekatinya .,[],[]
366,Jika mereka datang kepadamu sebagai tawanan  kamu tebus mereka  padahal kamu dilarang mengusir mereka .,[],[]
1349,membeli kesesatan dan menghendaki agar kamu tersesat dari jalan ( yang benar ) . Allah lebih tahu ( daripada kamu ) tentang musuh-musuhmu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1820,Sungguh  telah kufur orang-orang yang mengatakan bahwa Allah adalah salah satu dari yang tiga  padahal tidak ada tuhan selain Tuhan Yang Maha Esa .,"['Allah', 'Tuhan Yang Maha Esa']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1984,"Katakanlah ( Nabi Muhammad )  "" Sesungguhnya aku dilarang menyembah tuhan-tuhan yang kamu sembah selain Allah . "" Katakanlah  "" Aku tidak akan mengikuti keinginanmu .","['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
2060,Dialah yang menurunkan air dari langit lalu dengannya Kami menumbuhkan segala macam tumbuhan .,[],[]
951,Allah memperingatkan kamu akan ( siksa ) - Nya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
667,Sungguh  hamba sahaya laki-laki yang beriman lebih baik daripada laki-laki musyrik meskipun dia menarik hatimu .,[],[]
1059,Seandainya Ahlulkitab beriman  tentulah itu lebih baik bagi mereka .,[],[]
1410,"tidak Engkau tangguhkan ( kewajiban berperang ) kepada kami beberapa waktu lagi ? """,[],[]
2415,"Katakanlah ( Nabi Muhammad )  "" Maka  tunggulah ( siksaan Allah ) ! Sesungguhnya","['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
1000,Sesungguhnya orang yang paling dekat dengan Ibrahim adalah orang-orang yang mengikutinya  Nabi ini ( Nabi Muhammad )  dan orang-orang yang beriman .,"['Ibrahim', 'Muhammad']","['http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q9458']"
22,Ketahuilah  sesungguhnya ketentuan tentang nasib mereka ( baik dan buruk ) di sisi Allah  tetapi kebanyakan mereka tidak mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2287,Aku sampaikan kepadamu risalah ( amanat ) Tuhanku dan aku memberi nasihat kepadamu .,[],[]
2025,Orang-orang yang beriman dan tidak mencampuradukkan iman mereka dengan kezaliman ( syirik )  merekalah orang-orang yang mendapat rasa aman dan mendapat petunjuk . Itulah keterangan yang Kami anugerahkan kepada Ibrahim untuk menghadapi kaumnya .,['Ibrahim'],['http://www.wikidata.org/entity/Q1768161']
103,Demikian itu adalah perumpamaan orang-orang yang mendustakan ayat-ayat Kami .,[],[]
2367,Dialah Yang Mahakaya .,['Yang Mahakaya'],['http://www.wikidata.org/entity/Q2095353']
621,Apabila berpaling ( dari engkau atau berkuasa )  dia berusaha untuk berbuat kerusakan di bumi serta merusak tanam-tanaman dan ternak .,['bumi'],['http://www.wikidata.org/entity/Q2']
623,"Apabila dikatakan kepadanya  "" Bertakwalah kepada Allah  "" bangkitlah kesombongan yang menyebabkan dia berbuat dosa ( lebih banyak lagi ) .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
2412,Apakah engkau ( Nabi Muhammad ) akan memaksa manusia hingga mereka menjadi orang-orang mukmin ? Tidak,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
1372,Setiap kali kulit mereka hangus  Kami ganti dengan kulit yang lain agar mereka merasakan ( kepedihan ) azab .,[],[]
843,Orang-orang yang menginfakkan hartanya pada malam dan siang hari  baik secara rahasia maupun terang-terangan  mereka mendapat pahala di sisi Tuhannya .,[],[]
2490,Maka  bertanyalah kepada orang-orang yang mempunyai pengetahuan jika kamu tidak mengetahui . ( Kami mengutus mereka ) dengan ( membawa ) bukti-bukti yang jelas ( mukjizat ) dan kitab-kitab .,[],[]
2077,Sungguh  telah datang kepadamu bukti-bukti yang nyata dari Tuhanmu .,[],[]
1235,Bertakwalah kepada Allah yang dengan nama-Nya kamu saling meminta dan ( peliharalah ) hubungan kekeluargaan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2463,Sungguh  orang-orang sebelum mereka telah mengadakan tipu daya .,[],[]
583,Lalu janganlah kamu perangi mereka di Masjidilharam  kecuali jika mereka memerangimu di tempat itu .,['Masjidilharam'],['http://www.wikidata.org/entity/Q428858']
732,Sesungguhnya Allah Maha Melihat apa yang kamu kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2552,Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda ( kebesaran Allah ) bagi kaum yang beriman .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1494,Mereka dapat bersembunyi dari manusia  tetapi tidak dapat bersembunyi dari Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2471,"Mereka menjawab  "" Kebaikan . "" Orang-orang yang berbuat baik di dunia ini mendapat ( balasan ) yang baik . Sungguh  negeri akhirat pasti lebih baik .",[],[]
313,pertolongan ( kepada Allah ) dengan sabar dan salat . Sesungguhnya ( salat ) itu benar-benar berat  kecuali bagi orang-orang yang khusyuk  ( yaitu ) orang-orang yang meyakini bahwa mereka akan menemui Tuhannya dan hanya kepada-Nya mereka kembali .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
834,Allah akan menghapus sebagian kesalahanmu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1146,"Katakanlah ( Nabi Muhammad )  "" Sesungguhnya segala urusan itu di tangan Allah . "" Mereka menyembunyikan dalam hatinya apa yang tidak mereka terangkan kepadamu . Mereka berkata  "" Seandainya ada sesuatu yang dapat kami perbuat dalam urusan ini  niscaya kami tidak akan dibunuh ( dikalahkan ) di sini . "" Katakanlah ( Nabi Muhammad )  "" Seandainya kamu ada di rumahmu  niscaya orang-orang yang telah ditetapkan akan mati terbunuh itu keluar ( juga ) ke tempat mereka terbunuh . "" Allah ( berbuat demikian ) untuk menguji yang ada dalam dadamu dan untuk membersihkan yang ada dalam hatimu .","['Muhammad', 'Allah', 'Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
2257,Kami tidak akan mendapat petunjuk sekiranya Allah tidak menunjukkan kami .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2361,Ketahuilah bahwa sesungguhnya milik Allahlah siapa yang ada di langit dan siapa yang ada di bumi .,['bumi'],['http://www.wikidata.org/entity/Q2']
743,Tidakkah kamu memperhatikan orang-orang yang keluar dari kampung halamannya dalam jumlah ribuan karena takut mati ? Lalu,[],[]
2508,Mereka menyediakan bagian dari rezeki yang telah Kami anugerahkan kepada mereka untuk ( berhala-berhala ) yang tidak mereka ketahui ( kekuasaannya ) .,[],[]
805,Perumpamaan orang-orang yang menginfakkan hartanya di jalan Allah adalah seperti ( orang-orang yang menabur ) sebutir biji ( benih ) yang menumbuhkan tujuh tangkai  pada setiap tangkai ada seratus biji .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1857,kamu kepada Allah dan taatlah kamu kepada Rasul serta berhati-hatilah ! Jika,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1775,"Orang-orang yang beriman akan berkata  "" Inikah orang yang bersumpah dengan ( nama ) Allah secara sungguh-sungguh bahwa mereka benar-benar beserta kamu ? """,['Allah'],['http://www.wikidata.org/entity/Q2095353']
647,Allah mengetahui  sedangkan kamu tidak mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2578,Janganlah kamu jual perjanjian ( dengan ) Allah dengan harga murah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
539,Sesungguhnya orang-orang yang berselisih paham tentang ( kebenaran ) kitab suci itu benar-benar dalam perpecahan yang jauh .,[],[]
666,hamba sahaya perempuan yang beriman lebih baik daripada perempuan musyrik  meskipun dia menarik hatimu . Jangan pula kamu menikahkan laki-laki musyrik ( dengan perempuan yang beriman ) hingga mereka beriman .,[],[]
713,Ahli waris pun seperti itu pula .,[],[]
482,Sungguh  jika engkau mengikuti keinginan mereka setelah sampai ilmu kepadamu  niscaya engkau termasuk orang-orang zalim .,[],[]
126,Seandainya aku mengetahui yang gaib  niscaya aku akan berbuat kebajikan sebanyak-banyaknya dan bahaya tidak akan menimpaku .,[],[]
1718,Balasan bagi orang-orang yang memerangi Allah dan rasul-Nya serta membuat kerusakan di bumi hanyalah dibunuh  disalib  dipotong tangan dan kaki mereka secara silang  atau diasingkan dari tempat kediamannya .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
2590,Mereka itulah para pembohong .,[],[]
763,Akan tetapi  Allah mempunyai karunia ( yang dilimpahkan-Nya ) atas seluruh alam .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
789,Allah adalah pelindung orang-orang yang beriman .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2081,Sekiranya Allah menghendaki  niscaya mereka tidak mempersekutukan ( - Nya ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2579,Sesungguhnya apa yang ada di sisi Allah itulah yang lebih baik bagimu jika kamu mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
876,Jika kamu melakukan ( yang demikian )  sesungguhnya hal itu suatu kefasikan padamu .,[],[]
1134,Kami akan memasukkan rasa takut ke dalam hati orang-orang yang kufur karena mereka mempersekutukan Allah dengan sesuatu yang Allah tidak menurunkan keterangan tentangnya .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1890,"Allah tidak memberi petunjuk kepada kaum yang fasik . ( Ingatlah ) pada hari ketika Allah mengumpulkan para rasul  lalu Dia bertanya ( kepada mereka )  "" Apa jawaban ( kaummu ) terhadap ( seruan ) - mu ? ""","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2071,menciptakan segala sesuatu dan Dia Maha Mengetahui segala sesuatu . Itulah Allah Tuhanmu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
938,Bagaimanakah ( nanti ) jika mereka Kami kumpulkan pada hari ( Kiamat ) yang tidak ada keraguan padanya dan setiap jiwa diberi balasan yang sempurna sesuai dengan apa yang telah dikerjakannya tanpa dizalimi ? Katakanlah,['Kiamat'],['http://www.wikidata.org/entity/Q12200906']
527,"Apabila dikatakan kepada mereka  "" Ikutilah apa yang telah diturunkan Allah  "" mereka menjawab  "" Tidak .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
462,""" Apakah kamu yang lebih mengetahui ataukah Allah ? Siapakah",['Allah'],['http://www.wikidata.org/entity/Q2095353']
592,Berinfaklah di jalan Allah  janganlah jerumuskan dirimu ke dalam kebinasaan  dan berbuatbaiklah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2155,Makanlah rezeki yang diberikan Allah kepadamu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1054,"Adapun orang-orang yang berwajah hitam kusam ( kepada mereka dikatakan )  "" Mengapa kamu kafir setelah beriman ? Oleh",[],[]
733,Peliharalah semua salat ( fardu ) dan salat Wusṭā .,[],[]
116,Orang-orang yang mendustakan ayat-ayat Kami akan Kami biarkan mereka berangsur-angsur ( menuju kebinasaan ) dari arah yang tidak mereka ketahui .,[],[]
1617,Wahai manusia  sungguh telah datang Rasul ( Nabi Muhammad ) kepadamu dengan ( membawa ) kebenaran dari Tuhanmu .,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
1014,yang menepati janji dan bertakwa  sesungguhnya Allah mencintai orang-orang yang bertakwa . Sesungguhnya orang-orang yang memperjualbelikan janji Allah dan sumpah-sumpah mereka dengan harga murah  mereka itu tidak memperoleh bagian di akhirat  Allah tidak akan menyapa mereka  tidak akan memperhatikan mereka pada hari Kiamat  dan tidak akan menyucikan mereka .,"['Allah', 'Allah', 'Allah', 'hari Kiamat']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q12200906']"
1205,Siapa yang dijauhkan dari neraka dan dimasukkan ke dalam surga  sungguh dia memperoleh kemenangan .,[],[]
1576,Allah Maha Mensyukuri lagi Maha Mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
267,Mereka itulah orang-orang yang membeli kesesatan dengan petunjuk .,[],[]
2574,Seandainya Allah berkehendak  niscaya Dia menjadikanmu satu umat ( saja ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
838,Kamu ( orang-orang mukmin ) tidak berinfak  kecuali karena mencari rida Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2264,"( Allah berfirman  ) "" Masuklah kamu ke dalam surga ! Tidak",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1260,Jika dia ( anak perempuan ) itu seorang saja  dia memperoleh setengah ( harta yang ditinggalkan ) .,[],[]
2064,Perhatikanlah buahnya pada waktu berbuah dan menjadi masak .,[],[]
1284,Merekalah yang Allah terima tobatnya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
870,Jika tidak ada ( saksi ) dua orang laki-laki  ( boleh ) seorang laki-laki dan dua orang perempuan di antara orang-orang yang kamu sukai dari para saksi ( yang ada ) sehingga jika salah seorang ( saksi perempuan ) lupa  yang lain mengingatkannya .,[],[]
469,Kami tidak menetapkan kiblat ( Baitulmaqdis ) yang ( dahulu ) kamu berkiblat kepadanya  kecuali agar Kami mengetahui ( dalam kenyataan ) siapa yang mengikuti Rasul dan siapa yang berbalik ke belakang .,['Baitulmaqdis'],['http://www.wikidata.org/entity/Q1218']
919,Sesungguhnya pada yang demikian itu benar-benar terdapat pelajaran bagi orang-orang yang mempunyai penglihatan ( mata hati ) .,[],[]
485,Kebenaran itu dari Tuhanmu .,[],[]
1939,"Jika mereka melihat segala tanda kebenaran  mereka tetap tidak beriman padanya  sehingga apabila mereka datang kepadamu untuk membantahmu  orang-orang kafir itu berkata  "" Ini ( Al-Qur'an ) tiada lain hanyalah dongengan orang-orang terdahulu . "" Mereka melarang ( orang lain ) mendengarkannya ( Al-Qur'an ) dan mereka pun menjauhkan diri darinya .","[""Al-Qur'an"", ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q428', 'http://www.wikidata.org/entity/Q428']"
1305,Oleh karena itu  nikahilah mereka dengan izin keluarga ( tuan ) mereka dan berilah mereka maskawin dengan cara yang pantas  dalam keadaan mereka memelihara kesucian diri  bukan pezina dan bukan ( pula ) perempuan yang mengambil laki-laki lain sebagai piaraannya .,[],[]
794,Mereka kekal di dalamnya .,[],[]
2256,"Mereka berkata  "" Segala puji bagi Allah yang telah menunjukkan kami ke ( surga ) ini .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1528,Allah Maha Meliputi segala sesuatu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2160,"kepadaku berdasarkan pengetahuan jika kamu orang yang benar . "" ( Dua pasang lagi adalah ) sepasang unta dan sepasang sapi . Katakanlah  "" Apakah yang Dia haramkan dua yang jantan  dua yang betina  atau yang ada dalam kandungan kedua betinanya ? Apakah",[],[]
1438,kamu bermaksud memberi petunjuk kepada orang yang telah dibiarkan sesat oleh Allah ? Siapa,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1090,Sesungguhnya Allah Maha Meliputi segala yang mereka kerjakan . ( Ingatlah ) ketika engkau ( Nabi Muhammad ) berangkat pada pagi hari meninggalkan keluargamu untuk mengatur orang-orang mukmin pada pos-pos pertempuran .,"['Allah', 'Muhammad']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458']"
2486,"Sesungguhnya firman Kami terhadap sesuatu apabila Kami menghendakinya  hanya ( dengan ) berfirman kepadanya  "" Jadilah ! """,[],[]
1347,Sesungguhnya Allah Maha Pemaaf lagi Maha Pengampun .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2611,Kemudian  sesungguhnya Tuhanmu ( mengampuni ) orang-orang yang melakukan keburukan karena kebodohan ( tidak menyadari akibatnya )  lalu bertobat dan memperbaiki ( dirinya ) .,[],[]
1714,Maka  jadilah dia termasuk orang-orang yang menyesal . Oleh karena itu  Kami menetapkan ( suatu hukum ) bagi Bani Israil bahwa siapa yang membunuh seseorang bukan karena ( orang yang dibunuh itu ) telah membunuh orang lain atau karena telah berbuat kerusakan di bumi  maka seakan-akan dia telah membunuh semua manusia .,"['Bani Israil', 'bumi']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q2']"
1370,Cukuplah ( bagi mereka neraka ) Jahanam yang apinya menyala-nyala .,['Jahanam'],['http://www.wikidata.org/entity/Q58418']
416,Sesungguhnya Allah Maha Melihat apa yang kamu kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2018,"aku melihat engkau dan kaummu dalam kesesatan yang nyata . "" Demikianlah Kami memperlihatkan kepada Ibrahim kekuasaan ( Kami yang terdapat ) di langit dan bumi dan agar dia termasuk orang-orang yang yakin . Ketika malam telah menjadi gelap  dia ( Ibrahim ) melihat sebuah bintang ( lalu ) dia berkata  "" Inilah Tuhanku . "" Maka  ketika bintang itu terbenam dia berkata  "" Aku tidak suka kepada yang terbenam . "" Kemudian  ketika dia melihat bulan terbit dia berkata ( kepada kaumnya )  "" Inilah Tuhanku . "" Akan tetapi  ketika bulan itu terbenam dia berkata  "" Sungguh  jika Tuhanku tidak memberi petunjuk kepadaku  pastilah aku termasuk kaum yang sesat . "" Kemudian  ketika dia melihat matahari terbit dia berkata ( lagi kepada kaumnya )  "" Inilah Tuhanku .","['Ibrahim', 'bumi', 'Ibrahim', 'bulan', 'bulan', 'matahari']","['http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q2', 'http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q405', 'http://www.wikidata.org/entity/Q405', 'http://www.wikidata.org/entity/Q525']"
2207,"Maka  ketika siksaan Kami datang menimpa mereka  keluhan mereka tidak lain hanyalah ucapan "" Sesungguhnya kami adalah orang-orang zalim . "" Pasti akan Kami tanyai umat yang kepada mereka telah diutus para rasul .",[],[]
1620,Jika kamu kufur  ( itu tidak merugikan Allah sedikit pun ) karena sesungguhnya milik Allahlah apa yang di langit dan di bumi .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
998,Allah mengetahui  sedangkan kamu tidak mengetahui . Ibrahim bukanlah seorang Yahudi dan bukan pula seorang Nasrani  melainkan dia adalah seorang yang hanif lagi berserah diri ( muslim ) .,"['Allah', 'Ibrahim', 'Yahudi', 'Nasrani']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q7325', 'http://www.wikidata.org/entity/Q106039']"
2341,Akan tetapi  mereka tidak mau beriman pada apa yang telah mereka dustakan sebelumnya .,[],[]
1685,Kelak Allah akan memberitakan kepada mereka apa yang selama ini mereka perbuat .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
118,Sesungguhnya rencana-Ku sangat teguh .,[],[]
1248,Lalu  jika menurut penilaianmu mereka telah pandai ( mengatur harta )  serahkanlah kepada mereka hartanya .,[],[]
72,Dia menyuruh mereka pada yang makruf  mencegah dari yang mungkar  menghalalkan segala yang baik bagi mereka  mengharamkan segala yang buruk bagi mereka  dan membebaskan beban-beban serta belenggu-belenggu yang ada pada mereka .,[],[]
1344,hari itu orang-orang yang kufur dan mendurhakai Rasul ( Nabi Muhammad ) berharap seandainya mereka diratakan dengan tanah ( dikubur atau hancur luluh menjadi tanah )  padahal mereka tidak dapat menyembunyikan suatu kejadian pun dari Allah . Wahai orang-orang yang beriman  janganlah mendekati salat  sedangkan kamu dalam keadaan mabuk sampai kamu sadar akan apa yang kamu ucapkan dan jangan ( pula menghampiri masjid ketika kamu ) dalam keadaan junub  kecuali sekadar berlalu ( saja ) sehingga kamu mandi ( junub ) .,"['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
2102,Makanlah sebagian apa ( daging hewan halal ) yang ( ketika disembelih ) disebut nama Allah jika kamu beriman pada ayat-ayat-Nya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2020,Kaumnya membantah .,[],[]
2392,"Musa berkata  "" Wahai kaumku  jika kamu sungguh-sungguh beriman kepada Allah  bertawakallah hanya kepada-Nya apabila kamu benar-benar orang-orang muslim ( yang berserah diri kepada Allah ) . "" Mereka pun berkata  "" Kepada Allahlah kami bertawakal .","['Musa', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1356,Mereka tidak beriman  kecuali sedikit sekali .,[],[]
2173,akan membacakan apa yang diharamkan Tuhan kepadamu  ( yaitu ) janganlah mempersekutukan-Nya dengan apa pun  berbuatbaiklah kepada kedua orang tua  dan janganlah membunuh anak-anakmu karena kemiskinan . ( Tuhanmu berfirman  ) ' Kamilah yang memberi rezeki kepadamu dan kepada mereka . ' Janganlah pula kamu mendekati perbuatan keji  baik yang terlihat maupun yang tersembunyi . Janganlah kamu membunuh orang yang diharamkan Allah  kecuali dengan alasan yang benar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
270,Setelah ( api itu ) menerangi sekelilingnya  Allah melenyapkan cahaya ( yang menyinari ) mereka dan membiarkan mereka dalam kegelapan  tidak dapat melihat . ( Mereka ) tuli  bisu  lagi buta  sehingga mereka tidak dapat kembali .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1735,"Jika kamu diberi yang bukan ini  hati-hatilah . "" Siapa yang dikehendaki Allah kesesatannya  maka sekali-kali engkau tidak akan mampu menolak sesuatu pun dari Allah .","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1196,Pada hari Kiamat  mereka akan dikalungi dengan sesuatu yang dengannya mereka berbuat kikir .,['hari Kiamat'],['http://www.wikidata.org/entity/Q12200906']
952,Allah Maha Penyayang terhadap hamba-hamba-Nya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1218,Ya Tuhan kami  sesungguhnya orang yang Engkau masukkan ke dalam neraka  maka Engkau benar-benar telah menghinakannya dan tidak ada seorang penolong pun bagi orang yang zalim .,[],[]
1514,Mereka tidak menyembah selain Dia  kecuali berhala dan mereka juga tidak menyembah  kecuali setan yang durhaka .,[],[]
