sent_id,sentence,entities,uris
157,"Pelatih Les Bleus, Didier Deschamps, mendapat dukungan dari Michel Platini soal Benzema.","['Les Bleus', 'Didier Deschamps', 'Michel Platini', 'Benzema']","['http://www.wikidata.org/entity/Q47774', 'http://www.wikidata.org/entity/Q508711', 'http://www.wikidata.org/entity/Q4261', 'http://www.wikidata.org/entity/Q1912']"
333,"Secara garis besar, Menlu menyebut ada 4 poin yang menjadi tujuan kunjungannya ke Filipina pada 1-2 April 2016 lalu, yakni : 1.",['Filipina'],['http://www.wikidata.org/entity/Q928']
132,ACS akan lebih berkonsentrasi dengan urusan jaringan data global Disney.,"['ACS', 'Disney']","['http://www.wikidata.org/entity/Q382465', 'http://www.wikidata.org/entity/Q7414']"
873,"Leicester masih akan menghadapi beberapa laga penting, tetapi Zola yakin bahwa gelar juara sudah ada di depan mata Jamie Vardy dkk.","['Leicester', 'Zola', 'Jamie Vardy']","['http://www.wikidata.org/entity/Q19481', 'http://www.wikidata.org/entity/Q9354', 'http://www.wikidata.org/entity/Q6147586']"
465,Pasti akan dikonsultasikan dengan rekan rekan Kejari Sumsel dan Kejari Palembang supaya nggak salah.,"['Sumsel', 'Palembang']","['http://www.wikidata.org/entity/Q2271', 'http://www.wikidata.org/entity/Q8131']"
922,Pendemo berharap Presiden Joko Widodo dapat turun tangan untuk membantu mereka.,['Joko Widodo'],['http://www.wikidata.org/entity/Q3318231']
1047,"""Berbicara mengenai teknologi, seri NX menawarkan performa yang unggul dengan memakai teknologi optik yang mumpuni, dan sensor adalah kuncinya,"" demikian ujar Nick White, Kepala Digital Imaging Samsung Inggris, seperti dikutip TechRadar, Sabtu (5/5/2012).","['Samsung', 'Inggris', 'TechRadar']","['http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q611515']"
272,"Nadal saat ini ada di peringkat tiga dunia, berada di belakang Novak Djokovic yang ada di tangga kedua dan seteru abadinya Roger Federer di puncak.","['Nadal', 'Novak Djokovic', 'Roger Federer']","['http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q5812', 'http://www.wikidata.org/entity/Q1426']"
1349,"Tingkat degradasi ban memang belum bisa diprediksi sepenuhnya dan saya memakai strategi berbeda dengan rekan setim saya, Arthur Pic,"" ucap Rio, usai balapan.","['Arthur Pic', 'Rio']","['http://www.wikidata.org/entity/Q710992', 'http://www.wikidata.org/entity/Q981543']"
1202,PT Indofood Sukses Makmur Tbk (INDF) melakukan penggabungan usaha terhadap enam anak perusahaannya yang bergerak dalam bisnis perkebunan kelapa sawit.,"['PT Indofood Sukses Makmur Tbk', 'INDF']","['http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q3930665']"
1530,Di Bandung plus ke Jakarta Rp 7 triliun tiap tahun karena kemacetan.,"['Bandung', 'Jakarta']","['http://www.wikidata.org/entity/Q10389', 'http://www.wikidata.org/entity/Q3630']"
867,"Sementara Arsenal di periode yang sama cuma menang empat kali, dua kali imbang, dan tiga kali kalah.",['Arsenal'],['http://www.wikidata.org/entity/Q9617']
1536,"Hal itu diungkapkan di di depan pejabat Pemkot Jayapura, Papua, saat talkshow ' Strategi Jayapura menuju Kota Metropolitan ' di Kantor Wali Kota Jayapura, Jumat (4/3/2016).","['Jayapura', 'Papua', 'Jayapura', 'Jayapura']","['http://www.wikidata.org/entity/Q27477', 'http://www.wikidata.org/entity/Q5095', 'http://www.wikidata.org/entity/Q27477', 'http://www.wikidata.org/entity/Q27477']"
1206,"PKB khawatir para pembantu presiden terganggu konsentrasi kerjanya, sehingga mengganggu program pembangunan yang dicanangkan oleh presiden Joko Widodo.","['PKB', 'Joko Widodo']","['http://www.wikidata.org/entity/Q1257317', 'http://www.wikidata.org/entity/Q3318231']"
1771,Mahkamah Agung kemudian memperpanjang jabatan Anwar untuk periode keduanya sebagai hakim konstitusi.,"['Mahkamah Agung', 'Anwar']","['http://www.wikidata.org/entity/Q4200557', 'http://www.wikidata.org/entity/Q24261467']"
44,"Bila kemudian muncul keluhan adanya kesulitan, bisa disampaikan ke kantor Menko Polhukam.",['kantor'],['http://www.wikidata.org/entity/Q12490746']
1772,"Khofifah Indar Parawansa di sisi lainnya, adalah menteri politisi yang cepat belajar hal-hal teknis.",['Khofifah Indar Parawansa'],['http://www.wikidata.org/entity/Q12491600']
1053,Ketum PAN Zulkifli Hasan pun menyebut Soetrisno tidak mau jika diminta menjadi menteri.,"['PAN', 'Zulkifli Hasan', 'Soetrisno']","['http://www.wikidata.org/entity/Q2434365', 'http://www.wikidata.org/entity/Q2434365', 'http://www.wikidata.org/entity/Q12515790']"
139,"Kemudian, ada rencana mogok massal pada Agustus 2015 lalu dengan maksud aplikasi Uber dan GrabCar diblokir.","['Uber', 'GrabCar']","['http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q20873932']"
426,"""Saya pertama kali mengenal masyarakat dan keindahan Asia Tenggara sebagai anak kecil, waktu saya tinggal di Indonesia beberapa tahun dengan ibu saya,"" kata Presiden Obama.","['Asia Tenggara', 'Indonesia', 'Obama']","['http://www.wikidata.org/entity/Q11708', 'http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q76']"
468,"""Reshuffle itu domainnya Presiden, jadi semua terserah Presiden, kita menghormati,"" kata Zulkifli Hasan kepada detikcom, Selasa (5/4/2016).","['Zulkifli Hasan', 'detikcom']","['http://www.wikidata.org/entity/Q4260406', 'http://www.wikidata.org/entity/Q12481355']"
662,"Dia juga meminta pihak Blue Bird, Express, Go-Jek, GrabCar dan Uber menahan diri selama pemerintah mencari solusi.","['Blue Bird', 'Express', 'Go-Jek', 'GrabCar', 'Uber']","['http://www.wikidata.org/entity/Q114556753', 'http://www.wikidata.org/entity/Q96100662', 'http://www.wikidata.org/entity/Q20426955', 'http://www.wikidata.org/entity/Q20873932', 'http://www.wikidata.org/entity/Q780442']"
1439,Salah satu pertanyaan dari sebagian besar penonton adalah ketika Superman pertama kali beraksi di Afrika untuk menyelamatkan Lois Lane yang diculik.,"['Afrika', 'Lois Lane']","['http://www.wikidata.org/entity/Q15', 'http://www.wikidata.org/entity/Q8179758']"
1616,"Enam petenis lain yang juga akan berpartisipasi dalam turnamen yang hanya diikuti delapan petenis itu adalah Rafael Nadal, Roger Federer, Novak Djokovic, Andy Murray, Andy Roddick dan Davydenko.","['Rafael Nadal', 'Roger Federer', 'Novak Djokovic', 'Andy Murray', 'Andy Roddick', 'Davydenko']","['http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q5812', 'http://www.wikidata.org/entity/Q10125', 'http://www.wikidata.org/entity/Q54584', 'http://www.wikidata.org/entity/Q191736']"
2105,Dortmund-Juergen Klopp bakal jadi sorotan penuh kala Liverpool menghadapi Borussia Dortmund di perempatfinal Liga Europa ini.,"['Dortmund', 'Juergen Klopp', 'Liverpool', 'Borussia Dortmund']","['http://www.wikidata.org/entity/Q1295', 'http://www.wikidata.org/entity/Q83106', 'http://www.wikidata.org/entity/Q1130849', 'http://www.wikidata.org/entity/Q41420']"
946,"Demikian diungkapkan oleh Djoko Wibowo, Direktur dan Corporate Secretary Indofood dalam penjelasannya ke Bursa Efek Jakarta (BEJ), Jumat (14/10/2005).","['Indofood', 'Bursa Efek Jakarta', 'BEJ']","['http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q2573852', 'http://www.wikidata.org/entity/Q2573852']"
1337,Presiden Joko Widodo meminta proses pembangunan LRT (Light Rail Transit) di beberapa daerah yang akan menjadi tuan rumah Asian Games 2018 dipercepat.,['Joko Widodo'],['http://www.wikidata.org/entity/Q3318231']
1622,"Sebagai tambahan, the Ultra Edition 13.8 Z720 adalah ponsel pertama Samsung yang memiliki program Google mobile search dan Gmail (Google Mail) yang memungkinkan para konsumen mencari informasi, dan mengatur email saat berada di tengah perjalanan.","['Samsung', 'Google', 'Google']","['http://www.wikidata.org/entity/Q20716', 'http://www.wikidata.org/entity/Q95', 'http://www.wikidata.org/entity/Q95']"
182,"Dengan capaian tersebut, Indofood berhasil mencetak laba sebesar Rp 2,075 triliun pada tahun 2009, melonjak 100% dibandingkan laba tahun 2008 yang sebesar Rp 1,034 triliun.",['Indofood'],['http://www.wikidata.org/entity/Q3930665']
1184,Hanya saja Yandri mengaku tidak mengetahui apakah sudah ada komunikasi antara Presiden Jokowi dengan Ketum PAN Zulkifli Hasan terkait perihal itu.,"['Yandri', 'Jokowi', 'PAN', 'Zulkifli Hasan']","['http://www.wikidata.org/entity/Q96989494', 'http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q2434365', 'http://www.wikidata.org/entity/Q2434365']"
911,"Tidak hanya di Taiwan, dua jaringan supermarket terbesar di Hong Kong juga menyetop penjualan produk Indofood itu.","['Taiwan', 'Hong Kong', 'Indofood']","['http://www.wikidata.org/entity/Q865', 'http://www.wikidata.org/entity/Q8646', 'http://www.wikidata.org/entity/Q3930665']"
661,"Baik itu pidana umum maupun korupsi,"" ujar Ketua Timtas Tipikor Hendarman Supandji di Kantor Kejaksaan Agung (Kejagung), Jl Hasanuddin, Jakarta Selatan, Selasa (14/6/2005).","['Hendarman Supandji', 'Kejaksaan Agung', 'Kejagung', 'Jakarta Selatan']","['http://www.wikidata.org/entity/Q4264975', 'http://www.wikidata.org/entity/Q12490460', 'http://www.wikidata.org/entity/Q12490460', 'http://www.wikidata.org/entity/Q10114']"
1414,Niat pemerintah untuk mengurangi kepadatan Bandara CGK menjadi percuma karena maskapai penerbangan bukannya memindahkan penerbangannya di Bandara CGK ke HLP tetapi menambah penerbangan dan dengan rute penerbangan baru.,"['Bandara CGK', 'Bandara CGK', 'HLP']","['http://www.wikidata.org/entity/Q749497', 'http://www.wikidata.org/entity/Q749497', 'http://www.wikidata.org/entity/Q1032934']"
1783,"Kemudian kami meyakinkan AirNav Indonesia diperintahkan untuk kembali ke 72 seperti semula, dan itu bisa,"" imbuhnya.",['AirNav Indonesia'],['https://www.wikidata.org/wiki/Q25469674']
1668,"Kecuali yang ada masalah,"" kata Mendagri Tjahjo Kumolo di Gedung Utama Kementerian Sekretariat Negara, Jl Veteran, Jakarta Pusat, Kamis (7/4/2016).","['Tjahjo Kumolo', 'Kementerian Sekretariat Negara', 'Jl Veteran', 'Jakarta Pusat']","['http://www.wikidata.org/entity/Q12521725', 'http://www.wikidata.org/entity/Q12490754', 'http://www.wikidata.org/entity/Q12487085', 'http://www.wikidata.org/entity/Q10109']"
1540,"Meski begitu, Eddy belum bisa memastikan apakah sudah ada komunikasi antara Zulkifli dengan Jokowi terkait perombakan kabinet.","['Eddy', 'Zulkifli', 'Jokowi']","['http://www.wikidata.org/entity/Q25460903', 'http://www.wikidata.org/entity/Q4260406', 'http://www.wikidata.org/entity/Q3318231']"
1533,"Pesawat Batik Air dan TransNusa bertabrakan di landasan pacu Bandara Halim Perdanakusuma, Jakarta Timur.","['Batik Air', 'TransNusa', 'Bandara Halim Perdanakusuma', 'Jakarta Timur']","['http://www.wikidata.org/entity/Q618960', 'http://www.wikidata.org/entity/Q3537331', 'http://www.wikidata.org/entity/Q1032934', 'http://www.wikidata.org/entity/Q10111']"
81,Nalbandian pun makin menabalkan diri sebagai spesialis batu sandungan bagi Federer.,"['Nalbandian', 'Federer']","['http://www.wikidata.org/entity/Q181501', 'http://www.wikidata.org/entity/Q1426']"
440,"dari sederet catatan buruk di liga tersebut, Wolfsburg terpuruk di posisi delapan klasemen sementara.Selain SDM, teknologi di air traffic control yang dipakai juga sudah harus terus dikembangkan untuk memenuhi standar keselamatan (safety) ICAO Annex 13.","['Wolfsburg', 'air traffic control', 'ICAO']","['http://www.wikidata.org/entity/Q101859', 'http://www.wikidata.org/entity/Q221395', 'http://www.wikidata.org/entity/Q125761']"
32,PT Indofood Sukses Makmur Tbk (INDF) Efisiensi dalam mengatur biaya produksi akan memberikan hasil yang baik dan jangka panjang bagi INDF.,"['PT Indofood Sukses Makmur Tbk', 'INDF', 'INDF']","['http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q3930665']"
1703,Sekjen PKB Abdul Kadir Karding berharap Presiden Jokowi tak terpengaruh intervensi dan tekanan dari pihak lain.,"['PKB', 'Abdul Kadir Karding', 'Jokowi']","['http://www.wikidata.org/entity/Q1257317', 'http://www.wikidata.org/entity/Q1257317', 'http://www.wikidata.org/entity/Q3318231']"
1579,"Enggak selesaikan masalah, nanti ada yang ribut lagi,"" kata Luhut dalam konferensi pers di kantornya, Jl Medan Merdeka Selatan, Jakarta, Selasa (22/3/2016).","['Luhut', 'Jakarta']","['http://www.wikidata.org/entity/Q14917375', 'http://www.wikidata.org/entity/Q3630']"
2014,Menko Polhukam Luhut Binsar Pandjaitan mengatakan pemerintah belum ada rencana menghapus transportasi umum berbasis aplikasi online.,['Luhut Binsar Pandjaitan'],['http://www.wikidata.org/entity/Q14917375']
712,"Ambillah contoh taksi reguler yang cukup punya nama, Blue Bird.",['Blue Bird'],['http://www.wikidata.org/entity/Q114556753']
567,"""Untuk kawasan Laut Tiongkok Selatan, Presiden Jokowi menekankan bahwa kawasan ini harus merupakan kawasan damai dan stabil,"" kata Ari.","['Laut Tiongkok Selatan', 'Jokowi', 'Ari']","['http://www.wikidata.org/entity/Q37660', 'http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q110260424']"
1746,"Sedangkan Pebalap Indonesia Rio Haryanto mampu mencapai garis finis pada urutan ke11, setelah start pada posisi 17.","['Indonesia', 'Rio Haryanto']","['http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q252']"
303,"Harapannya, pada pertengahan tahun ini sudah bisa digelindingkan keluar hanggar, sudah bentuk bodi pesawat,"" katanya di Semarang, Jumat (30/1/2015) malam.",['Semarang'],['http://www.wikidata.org/entity/Q10687']
51,"Menerima umpan Serge Aurier, Ibrahimovic yang berdiri di tiang jauh di sisi kiri kemudian menanduk bola.","['Serge Aurier', 'Ibrahimovic']","['http://www.wikidata.org/entity/Q60605', 'http://www.wikidata.org/entity/Q46896']"
230,"""Setelah kita bicara dengan Kejagung, ternyata PP Nomor 79 Tahun 2015 hanya menyebutkan penugasan pemerintah pada BUMN, tafsir pembuat ini juga termasuk BUMD, tapi Kejagung tidak bisa terima.","['Kejagung', 'BUMN', 'BUMD', 'Kejagung']","['http://www.wikidata.org/entity/Q12490460', 'http://www.wikidata.org/entity/Q270791', 'http://www.wikidata.org/entity/Q40890107', 'http://www.wikidata.org/entity/Q12490460']"
575,Kapolri Jenderal Badrodin Haiti bersama Menteri Keuangan Bambang Brodjonegoro dan Deputi Penindakan BNN Brigjen Arman Depari memusnahkan narkoba hasil operasi bersinar pekan kedua.,"['Badrodin Haiti', 'Bambang Brodjonegoro', 'BNN', 'Arman Depari']","['http://www.wikidata.org/entity/Q12473234', 'http://www.wikidata.org/entity/Q16169810', 'http://www.wikidata.org/entity/Q4121202', 'http://www.wikidata.org/entity/Q16168167']"
269,"Manchester United saat ini sudah memenangi partai Premier League lawan Spurs secara berturut-turut, setelah sebelumnya melewati periode tanpa kemenangan di lima laga beruntun (3 seri, 2 kalah).","['Manchester United', 'Premier League', 'Spurs']","['http://www.wikidata.org/entity/Q18656', 'http://www.wikidata.org/entity/Q9448', 'http://www.wikidata.org/entity/Q18741']"
881,Bahkan tidak jarang walkot yang diusung PDI Perjuangan ini turun langsung ke lapangan memantau ketinggian air di kawasan yang terkena banjir.,['PDI Perjuangan'],['http://www.wikidata.org/entity/Q1186306']
1844,Jonan mengatakan bahwa sistem transportasi online adalah hasil kemajuan teknologi yang tak bisa dihalangi.,['Jonan'],['http://www.wikidata.org/entity/Q16182287']
1358,Sementara manajemen Telkom justru menilai bonus yang dimintanya sudah wajar dengan beberapa pertimbangan.,['Telkom'],['http://www.wikidata.org/entity/Q2305438']
1404,Anwar telah menuntaskan masa jabatan periode pertamanya pada 6 April 2016.,['Anwar'],['http://www.wikidata.org/entity/Q24261467']
80,KM.2 Tahun 2005.,[],[]
2027,"Biasanya sidang dilakukan di Istana Kepresidenan Jakarta dan Bogor, Jawa Barat.","['Istana Kepresidenan', 'Jakarta', 'Bogor', 'Jawa Barat']","['http://www.wikidata.org/entity/Q2114972', 'http://www.wikidata.org/entity/Q2114972', 'http://www.wikidata.org/entity/Q10363', 'http://www.wikidata.org/entity/Q3724']"
115,' Serigala Ibu Kota ' pun siap menerkam Napoli dan mengambil alih posisi kedua.,"['Serigala Ibu Kota', 'Napoli']","['http://www.wikidata.org/entity/Q2739', 'http://www.wikidata.org/entity/Q2641']"
215,"Namun, ia menilai hal itu sebagai hal yang wajar mengingat kabinet yang membekingi Megawati adalah kabinet pelangi yang sarat dengan berbagai kepentingan.",['Megawati'],['http://www.wikidata.org/entity/Q76179']
471,"""Kami tahu City punya beberapa pemain hebat di lini serang.",['City'],['http://www.wikidata.org/entity/Q50602']
953,Ternyata Jokowi langsung memberitahukan ingin mengunjungi pusat perbelanjaan di Ambon.,"['Jokowi', 'Ambon']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q18970']"
2100,"Pada 2005 ini, klaim Kiskenda, Telkomsel telah mencapai target di atas 107 persen.",['Telkomsel'],['http://www.wikidata.org/entity/Q1786124']
732,"harus realistis, berbagai hasil konfercabsus PDIP menyebut Mega sebagai calon ketua umum.","['PDIP', 'Mega']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q76179']"
1285,"Presiden, kata Akom, tentu memiliki pertimbangan sendiri saat akan merombak susunan kabinet.",['Akom'],['http://www.wikidata.org/entity/Q18421322']
1015,Jokowi tidak mau memberikan bocoran terkait upaya yang akan dilakukan untuk membebaskan para sandera.,['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
1300,Rachma menolak bila pertemuan malam ini dikatakan sebagai bentuk dukungannya terhadap Mega.,"['Rachma', 'Mega']","['http://www.wikidata.org/entity/Q12507600', 'http://www.wikidata.org/entity/Q76179']"
705,Indofood mengirimkan 600 dus mie instan dan 150 mie instant kemasan gelas.,['Indofood'],['http://www.wikidata.org/entity/Q3930665']
2,"""Menyedihkan kalah di laga seperti ini tapi kami tahu kami harus berpikir bagaimana caranya comeback,"" ujar bek Madrid, Pepe, seperti dikutip Football Espana.","['Madrid', 'Pepe']","['http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q485697']"
568,"Para pembeli iPhone 4 yang kedapatan mengeluh di jejaring sosial seperti Twitter, langsung disambut oleh Samsung yang menawarkan pesan menggiurkan.","['iPhone 4', 'Twitter', 'Samsung']","['http://www.wikidata.org/entity/Q300890', 'http://www.wikidata.org/entity/Q918', 'http://www.wikidata.org/entity/Q20718']"
311,Risma pun menanggapi permintaan petani itu dan memberi saran yang membuat warga terbahak.,['Risma'],['http://www.wikidata.org/entity/Q12522317']
1895,"Kekuatan gelap ini mencoba merebutnya dengan cara-cara fitnah yang kasar dan tidak terhormat,"" jelas Daniel.",['Daniel'],['http://www.wikidata.org/entity/Q96987329']
326,Kevin/Marcus relatif mengendalikan permainan di gim pertama dan selalu memimpin perolehan angka.,"['Kevin', 'Marcus']","['http://www.wikidata.org/entity/Q15229725', 'http://www.wikidata.org/entity/Q1523130']"
923,"Ini menjadi bandara di sebelah Utara yang akan menghubungkan dengan Brunei, Malaysia, Filipina,"" kata Jokowi.","['Brunei', 'Malaysia', 'Filipina', 'Jokowi']","['http://www.wikidata.org/entity/Q921', 'http://www.wikidata.org/entity/Q833', 'http://www.wikidata.org/entity/Q928', 'http://www.wikidata.org/entity/Q3318231']"
961,Sontak warga langsung berlarian menghampiri Jokowi untuk sekadar bersalaman dan meminta foto bersama.,['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
482,"""Karena sudah ada rekomendasi Pansus Pelindo II yang disahkan paripurna.",[],[]
1083,PSG adalah tim yang bagus dengan pemain-pemain yang hebat dan mereka masih mempunyai kesempatan untuk membalikkan keadaan.,['PSG'],['http://www.wikidata.org/entity/Q483020']
1277,"Dijelaskan, alasan utama Telkom ingin menghapuskan pencatatan atau delisting saham Telkom adalah hadirnya aturan Sarbanes-Oxley Act of 2002 yang dirasakan cukup berat.","['Telkom', 'Telkom']","['http://www.wikidata.org/entity/Q2305438', 'http://www.wikidata.org/entity/Q2305438']"
1112,Menko Polhukam Luhut Pandjaitan menjamin Uber dan GrabCar akan mudah dalam mengurus perizinan.,"['Luhut Pandjaitan', 'Uber', 'GrabCar']","['http://www.wikidata.org/entity/Q14917375', 'http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q20873932']"
33,Gol pertama yang dicetak De Bruyne berawal dari kegagalan PSG mempertahankan bola di lini tengah.,"['De Bruyne', 'PSG']","['http://www.wikidata.org/entity/Q357984', 'http://www.wikidata.org/entity/Q483020']"
373,City bermain efektif di laga itu dengan hanya membuat 33% penguasaan bola dan 11 tembakan dengan tiga yang tepat sasaran.,['City'],['http://www.wikidata.org/entity/Q50602']
1940,"Ayah dari Novak Djokovic, Srdjan, belum lama ini melontarkan kecaman terhadap dua rival putranya, Rafael Nadal dan Roger Federer.","['Novak Djokovic', 'Rafael Nadal', 'Roger Federer']","['http://www.wikidata.org/entity/Q5812', 'http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q1426']"
985,"Dicatat Opta, itu adalah gol kelima beruntun bomber Swedia itu di Liga Champions untuk PSG.","['Opta', 'Swedia', 'PSG']","['http://www.wikidata.org/entity/Q3354444', 'http://www.wikidata.org/entity/Q34', 'http://www.wikidata.org/entity/Q483020']"
679,"Istri Bachtiar Sunasto itu lebih banyak bersuara soal kesejahteraan nelayan, pemberdayaan perempuan, dakwah, dan berbagai masalah sosial lainnya.",[],[]
493,Bahkan Gubernur DKI Basuki Tjahaja Purnama (Ahok) berharap kepala daerah yang sukses ikut meramaikan Pilgub DKI supaya warga Ibu Kota punya banyak pilihan calon kepala daerah.,"['DKI', 'Basuki Tjahaja Purnama', 'Ahok', 'DKI']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3701615', 'http://www.wikidata.org/entity/Q3630']"
167,PDIP disebut Hendrawan sudah memiliki catatan evaluasi menyeluruh soal kinerja menteri.,"['PDIP', 'Hendrawan']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q17410575']"
172,Akhir pekan ini misi bangkit diusung kala bertandang ke Sociedad.,['Sociedad'],['http://www.wikidata.org/entity/Q10315']
1427,Disney bukanlah yang pertama kali yang berusaha memikat hati para penikmat musik cilik.,['Disney'],['http://www.wikidata.org/entity/Q7414']
1835,"Selain karena Nurdin memiliki jaringan internasional, juga karena birokrasi yang tertata rapi.",['Nurdin'],['http://www.wikidata.org/entity/Q19752310']
736,"""Ya boleh, kalau mobilnya itu sifatnya rental bukan yang keliling di jalan,"" ujar Menteri Perhubungan Ignasius Jonan di kantor Kementrian Perhubungan, Jalan Medan Merdeka Barat, Jakarta Pusat, Selasa (22/3/2016).","['Ignasius Jonan', 'Kementrian Perhubungan', 'Jakarta Pusat']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q6867637', 'http://www.wikidata.org/entity/Q10109']"
1588,"Perjanjian kedua pihak ditandatangani di kampus Universitas Szent Istvan Godollo, Budapest.","['Universitas Szent Istvan Godollo', 'Budapest']","['http://www.wikidata.org/entity/Q1296434', 'http://www.wikidata.org/entity/Q1781']"
1956,"Kepada taksi baik Blue Bird maupun Exspress, Go-Jek untuk mehanan diri tidak melakukan sweeping seperti tadi,"" kata Luhut.","['Blue Bird', 'Exspress', 'Go-Jek', 'Luhut']","['http://www.wikidata.org/entity/Q114556753', 'http://www.wikidata.org/entity/Q109438674', 'http://www.wikidata.org/entity/Q20426955', 'http://www.wikidata.org/entity/Q14917375']"
149,"Kalau dibalikin gitu bagaimana, Pak?""",[],[]
1654,"Dari catatan Wikipedia, persentase kemenangan Federer tahun ini memang sedikit menurun.","['Wikipedia', 'Federer']","['http://www.wikidata.org/entity/Q52', 'http://www.wikidata.org/entity/Q1426']"
348,"Di babak kedua, Federer akan menghadapi pemenang dari pertandingan antara Fernando Verdasco dan Guillermo Garcia-Lopez.","['Federer', 'Fernando Verdasco', 'Guillermo Garcia-Lopez']","['http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q191740', 'http://www.wikidata.org/entity/Q304724']"
1223,Pria yang akrab disapa Akom ini juga menyebut RUU yang akan dilanjutkan proses harmonisasinya di Badan Legislasi adalah RUU tentang Pertembakauan.,['Akom'],['http://www.wikidata.org/entity/Q18421322']
1492,"Utama PT Indosat Tbk, Hasnul Suhaemi mengaku, pihak direksi masih berembuk soal jalan keluar tentang penggusuran frekuensi StarOne.Mentari yang bisa nyambung,"" kata Fahmi, staf PT Indosat Tbk yang mengontrol tower Indosat di Nabire lewat remote di Surabaya.","['PT Indosat Tbk', 'Hasnul Suhaemi', 'PT Indosat Tbk', 'Indosat', 'Nabire', 'Surabaya']","['http://www.wikidata.org/entity/Q2393592', 'http://www.wikidata.org/entity/Q5679395', 'http://www.wikidata.org/entity/Q2393592', 'http://www.wikidata.org/entity/Q2393592', 'http://www.wikidata.org/entity/Q27708', 'http://www.wikidata.org/entity/Q11462']"
596,"Pemain dari VfL Wolfsburg dan Real Madrid berkerumun, mereka saling melempar kekesalan, sampai akhirnya wasit meniup peluit dan membubarkan.","['VfL Wolfsburg', 'Real Madrid']","['http://www.wikidata.org/entity/Q101859', 'http://www.wikidata.org/entity/Q8682']"
1409,Menteri Perhubungan Ignasius Jonan dituding sebagai sosok yang bertanggung jawab dalam masalah demo sopir angkutan yang berujung ricuh.,['Ignasius Jonan'],['http://www.wikidata.org/entity/Q16182287']
86,"Bantuan yang diberikan antara lain bantuan Keluarga Harapan, bantuan untuk difabel dan Kartu Indonesia Pintar (KIP) untuk para pelajar.",['Indonesia'],['http://www.wikidata.org/entity/Q252']
79,"""Surat tersebut meminta para pengguna pita frekuensi untuk mematuhi ketentuan yang ada pada Pasal 11 Ayat (3) Peraturan Menteri Perhubungan No.",[],[]
1913,"Film Disney lain ' Fantasia dan Dumbo ' juga berperan pada ketertarikannya dengan animasi, yang menuntun pada beragam jalur karier di bidang art dan filmmaking.",['Disney'],['http://www.wikidata.org/entity/Q1047410']
1591,"Selain ' Monsters, Inc 2 ', Disney juga tengah menggarap ' The Bear And The Bow '.",['Disney'],['https://www.wikidata.org/wiki/Q7414']
229,"Dengan hanya tersisa enam pertandingan, ' Si Rubah ' sudah amat dekat dengan gelar juara.",['Si Rubah'],['http://www.wikidata.org/entity/Q19481']
310,"Indonesia mengubah skuat menuju Piala Uber 2016 di Kunshan, China pada 15-2 Mei ini.","['Indonesia', 'Uber', 'Kunshan', 'China']","['http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q42773', 'http://www.wikidata.org/entity/Q148']"
363,Menteri Perhubungan Ignasius Jonan dan Menkominfo Rudiantara mendatangi kantor Menko Polhukam Luhut B Pandjaitan.,"['Ignasius Jonan', 'Rudiantara', 'Luhut B Pandjaitan']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q18421404', 'http://www.wikidata.org/entity/Q14917375']"
1473,"Rio Haryanto melanjutkan performa apiknya di babak kualifikasi kemarin, ketika pebalap muda asal Indonesia itu menyelesaikan Race 1 (feature race).","['Rio Haryanto', 'Indonesia']","['http://www.wikidata.org/entity/Q981543', 'http://www.wikidata.org/entity/Q252']"
